step,n_active,bounded_resident_qubits,bounded_transient_qubits,bounded_resident_dim,bounded_transient_dim
203,4,0,0,1,1
204,4,0,0,1,1
205,3,0,0,1,1
206,3,0,0,1,1
207,3,0,0,1,1
208,3,0,0,1,1
209,3,0,0,1,1
210,3,0,0,1,1
211,2,0,0,1,1
212,2,0,0,1,1
213,2,0,0,1,1
214,2,0,0,1,1
215,2,0,0,1,1
216,2,0,0,1,1
217,2,0,0,1,1
218,2,0,0,1,1
219,2,0,0,1,1
220,2,0,0,1,1
221,2,0,0,1,1
222,2,0,0,1,1
223,2,0,0,1,1
224,1,0,0,1,1
225,1,0,0,1,1
226,1,0,0,1,1
227,1,0,0,1,1
228,1,0,0,1,1
229,1,0,0,1,1
230,1,0,0,1,1
231,1,0,0,1,1
232,1,0,0,1,1
233,1,0,0,1,1
234,1,0,0,1,1
235,1,0,0,1,1
236,1,0,0,1,1
237,1,0,0,1,1
238,1,0,0,1,1
239,1,0,0,1,1
240,1,0,0,1,1
241,1,0,0,1,1
242,1,0,0,1,1
243,1,0,0,1,1
244,1,0,0,1,1
245,0,0,0,1,1
246,0,0,0,1,1
247,0,0,0,1,1
248,0,0,0,1,1
249,0,0,0,1,1
250,0,0,0,1,1
251,0,0,0,1,1
252,0,0,0,1,1
253,0,0,0,1,1
254,0,0,0,1,1
255,0,0,0,1,1
